track_name,artist_name,play_count,lyrics,error
Bohemian Rhapsody - Remastered 2011,Queen,24557,"Is this the real life? Is this just fantasy?
Caught in a landslide, no escape from reality
Open your eyes, look up to the skies and see
I'm just a poor boy, I need no sympathy
Because I'm easy come, easy go, little high, little low
Any way the wind blows doesn't really matter to me, to me

Mama, just killed a man
Put a gun against his head, pulled my trigger, now he's dead
Mama, life had just begun
But now I've gone and thrown it all away
Mama, ooh, didn't mean to make you cry
If I'm not back again this time tomorrow
Carry on, carry on as if nothing really matters

Too late, my time has come
Sends shivers down my spine, body's aching all the time
Goodbye, everybody, I've got to go
Gotta leave you all behind and face the truth
Mama, ooh (Any way the wind blows)
I don't want to die
I sometimes wish I'd never been born at all

I see a little silhouetto of a man
Scaramouche, Scaramouche, will you do the Fandango?
Thunderbolt and lightning, very, very fright'ning me
(Galileo) Galileo (Galileo) Galileo, Galileo Figaro magnifico
I'm just a poor boy, nobody loves me
He's just a poor boy from a poor family
Spare him his life from this monstrosity
Easy come, easy go, will you let me go?
Bismillah! No, we will not let you go
(Let him go!) Bismillah! We will not let you go
(Let him go!) Bismillah! We will not let you go
(Let me go) Will not let you go
(Let me go) Will not let you go
(Never let me go) Ah
No, no, no, no, no, no, no
(Oh mamma mia, mamma mia) Mamma mia, let me go
Beelzebub has a devil put aside for me, for me, for me!

So you think you can stone me and spit in my eye?
So you think you can love me and leave me to die?
Oh, baby, can't do this to me, baby!
Just gotta get out, just gotta get right outta here!

Nothing really matters, anyone can see
Nothing really matters
Nothing really matters to me
Any way the wind blows",
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,24541,"I took a pill in Ibiza
To show Avicii I was cool
And when I finally got sober, felt ten years older
But fuck it, it was somethin' to do
I'm livin' out in LA
I drive a sports car just to prove
I'm a real big baller 'cause I made a million dollars
And I spend it on girls and shoes

But you don't wanna be high like me
Never really knowin' why like me
You don't ever wanna step off that rollercoaster and be all alone
You don't wanna ride the bus like this
Never knowin' who to trust like this
You don't wanna be stuck up on that stage singin', stuck up on that stage singin'

All I know
Are sad songs, sad songs
Darlin', all I know
Are sad songs, sad songs

I know
I know are sad songs
I know
I know are sad songs
I know
I know are sad songs
I know
I know are sad songs

I'm just a singer
Who already blew his shot
I get along with oldtimers 'cause my name's a reminder
Of a pop song people forgot
And I can't keep a girl, no
'Cause as soon as the sun comes up
I cut 'em all loose and work's my excuse
But the truth is I can't open up

No, you don't wanna be high like me
Never really knowin' why like me
You don't ever wanna step off that rollercoaster and be all alone
You don't wanna ride the bus like this
Never knowin' who to trust like this
You don't wanna be stuck up on that stage singin', stuck up on that stage singin'

All I know
Are sad songs, sad songs
Darlin', all I know
Are sad songs, sad songs

I know
I know are sad songs
I know
I know are sad songs
I know (Sad songs)
I know are sad songs
I know (Sad songs)
I know are sad songs",
Low Life,Future,24539,"High, high, get, get, gettin' high, everybody gettin' high
Get, get, get, gettin' high, you're unbelievably high

I just took some molly, what else? (Hey)
Got some bitch from Follies with us ('Scuse me, 'scuse me)
She gon' fuck the squad, what else? (I swear)
I'ma fuck her broads, what else? (Yeah, yeah!)
Bitch from Pakistan, what up? ('Rari!)
Ferraris and them Lambs, what else? (Skrrt, skrrt!)
'Bout to fuck this club up, what else? (Yeah, yeah!)

(
Metro Boomin want some more, nigga!
) (Turn up)
[Verse 1: The Weeknd & 
Future
]
I turn the Ritz into a poor house (
Turn up
)
It's like eviction number four now (
Woo
)
Go 'head and ash it on the floor now (
Swear
)
Girl, go 'head and show me how you go down
And I feel my whole body peakin' (
Yeah
)
And I'm fuckin' anybody with they legs wide (
Racks
)
Gettin' faded with some bitches from the West Side (
Woo
)
East coast nigga reppin' North Side, never waste a ho's time (
Freebandz
)
Bitch, I'm on my own time, fuck a nigga co-sign (
Woo
)
Always change my number and my phone line (
And my, and my
)
Baby girl, I don't lie, used to have no money for a crib (
Turn up
)
Now my room service bill cost your whole life (
Ayy
)
If they try to stunt me, I go all out military (
Turn up
)
I'm camo'd all out, like I'm in the military (
Turn up
)
And free up all my niggas locked up in the penitenti' (
Swear
)
'Cause I'm always reppin' for that low life

Reppin' for that low life (
Turn up
), low life, low life
Low life, know I'm reppin' for that low
Low life (
Representin'
), yeah (
I'm representin'
)
Said I'm reppin' for that low life (
Representin'
)
Low life, low life, low life, low life (
I'm representin' for that low life
)
Said I'm repping for that low life (
I'm reppin', that's reppin', I'm reppin'
)
Low life, low life, low life (
Rep, rep, rep, rep, rep, rep, rep, woo, woo, woo, woo
)
Yeah

Wake up, take a sip of Ace of Spade like it's water
I been on the molly and them Xans with your daughter
If she catch me cheating, I won't ever tell her, ""sorry""
If she catch me cheating, I will never tell her, ""sorry""
Porsches in the valet, I got Bentleys, I got 'Raris
Taking pain pills on the plane, gettin' chartered
Poppin' tags on tags, I was starvin'
Bitch, I got the juice and the carbine
Turn a five star hotel to a traphouse
Roaches everywhere, like we forgot to take the trash out
Flood my cross with ice, gettin' money my religion
Got my baby momma and my side bitch kissin'
I turn the Ritz into a lean house
This the sixth time gettin' kicked out
I can't feel my face, I'm on Adderall, nauseous
Niggas tryna ride my fuckin' wave, now they salty
Runnin' with the wave, get you killed quick
Shoot you in your back like you Ricky
Li'l Mexico, with no life to afterlife
My whole life, my whole life

'Cause I'm always reppin' for that low life (
Wait
), low life, low life
Low life, know 
I'm reppin' for that low
Low life (
Representin'
), yeah (
I'm representin'
)
Said I'm reppin' for that low life (
Representin', wait
)
Low life, low life, low life, low life (
I'm representin' for that low life, for the low life
)
Said I'm repping 
for that low life
 (
For the low life, I'm reppin' for the low life
)
Low life, low life, low life (
Wait, wait, low life
)
Yeah

Yeah, they stereotypin'
'Cause they know a nigga keep ten rifles (Ten rifles)
And they know a nigga keep ten snipers (Ten snipers)
Keepin' baby bottles like we wearin' diapers
Yeah, they stereotypin'
'Cause they know a nigga keep twenty rifles
And they know a nigga keep twenty snipers
And they know a nigga keep ten wifeys (Ha-ha-ha!)

Sniper, sniper, sniper, sniper, sniper
Wifey, wifey, wifey, wifey, wifey
That's your wifey, wifey, wifey, wifey, wifey?
I think I like her, like her, like her, like her
That's your wifey, wifey, wifey, wifey, wifey?
I think I like her, like her, like her, like her
Oh, that's your wifey, wifey, wifey, wifey, wifey?
I think I like her, like her, like her, like her, ha
Getting high, getting high, getting high, everybody getting high
Getting high, getting high, getting high, everybody getting high
Getting high, getting high, getting high, everybody getting high
Getting high, getting high, getting high, and I'm the reason why

I just took some molly, what else? (
Getting high, getting high, getting high, everybody getting high
)
Got some bitch from Follies with us (
Getting high, getting high, getting high, everybody getting high
)
She gon' fuck the squad, what else? (
Getting high, getting high, getting high, everybody getting high
)
I'ma fuck her broads, what else? (
Getting high, getting high, getting high, and I'm the reason why
)
Bitch from Pakistan, what up?
Ferraris and them Lambs, what else?
'Bout to fuck this club up, what else?

We 'bout to fuck this club up, what else?",
Too Good,Drake,24040,"Oh, yeah, yeah, yeah
Oh, yeah, yeah, yeah
Yeah

Look, I don't know how to talk to you
I don't know how to ask you if you're okay
My friends always feel the need to tell me things
Seems like they're just happier than us these days
Yeah
These days, I don't know how to talk to you
I don't know how to be there when you need me
It feels like the only time you see me
Is when you turn your head to the side and look at me differently
Yeah

And last night, I think I lost my patience
Last night, I got high as your expectations
Last night, I came to a realization
And I hope you can take it
I hope you can take it, oh

I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it
No, I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it

I don't know how to talk to you
I just know I found myself getting lost with you
Lately, you just make me work too hard for you
Got me on flights overseas, and I still can't get across to you

And last night, I think I lost my patience
Last night, I got high as your expectations
Last night, I came to a realization
And I hope you can take it
I hope you can take it, oh

I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it
No, I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it

Years go by too fast
I can't keep track
How long did we last?
I feel bad for asking
It can't end like this
We gotta take time with this
Cock up yuh bumper, sit down pon it
Let me see if this is something I can fix (
Six
)
You got somebody other than me
Don't play the victim when you're with me
Free time is costing me more than it seems
Sacrificing things
And I wanna tell you my intentions
I wanna do the things that I mention
I wanna benefit from the friendship
I wanna get the late night message from you, from you
I put my hands around you
Gotta get a handle on you
Gotta get a handle on the fact that I

I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it
No, I'm too good to you
I'm way too good to you
You take my love for granted
I just don't understand it

Gyal a you mi waan
Pay fi yuh visa meck yo fly out regular
Baby, cock up yuh bumper, sit down pon it
Gyal yo pum pum good and yuh fit
Mi wi give you everything weh deh in my wallet
And in my pocket
Cock up yuh bumper, sit down pon it
Gyal yo pum pum good and yuh fit
Mi wi give you everything weh deh in my wallet
And in my pocket",
Ride,Twenty One Pilots,23964,"I just wanna stay in the sun where I find
I know it's hard sometimes
Pieces of peace in the sun's peace of mind
I know it's hard sometimes
Yeah, I think about the end just way too much
But it's fun to fantasize
On my enemies who wouldn't wish who I was
But it's fun to fantasize

Oh-woah-woah, oh-woah-woah, I'm fallin'
So I'm takin' my time on my ride, oh-woah-woah, I'm fallin'
So I'm takin' my time on my ride
Takin' my time on my ride

""I'd die for you,"" that's easy to say
We have a list of people that we would take
A bullet for them, a bullet for you
A bullet for everybody in this room
But I don't seem to see many bullets comin' through
See many bullets comin' through
Metaphorically, I'm the man
But literally, I don't know what I'd do
""I'd live for you,"" and that's hard to do
Even harder to say when you know it's not true
Even harder to write when you know that tonight
There were people back home who tried talking to you
But then you ignore them still
All these questions they're for real
Like ""Who would you live for?"" ""Who would you die for?""
And ""Would you ever kill?""

Oh-woah-woah, oh-woah-woah, I'm fallin'
So I'm takin' my time on my ride, oh-woah-woah, I'm fallin'
So I'm takin' my time on my ride
Takin' my time on my ride

I've been thinkin' too much
I've been thinkin' too much
I've been thinkin' too much
I've been thinkin' too much
Help me
I've been thinkin' too much
I've been thinkin' too much
I've been thinkin' too much
Help me
I've been thinkin' too much
I've been thinkin' too much
I've been thinkin' too much

Oh-woah-woah, oh-woah-woah, I'm fallin'
So I'm takin' my time on my ride, oh-woah-woah, I'm fallin'
So I'm takin' my time
Takin' my time on my ride, woah-oh-oh (Woah, yeah)
Oh-woah-woah, oh-woah-woah, I'm fallin'
So I'm takin' my time on my ride, oh-woah-woah, I'm fallin'
So I'm takin' my time on my—

I've been thinkin' too much
Help me
I've been thinkin' too much
Help me
I've been thinkin' too much
I've been thinkin' too much
I've been thinkin' too much
Help me
I've been thinkin' too much
I've been thinkin' too much
I've been thinkin' too much
Help me",
T-Shirt,Migos,23819,"Nard & B
TrenchWerk

(Ayy)
Mama told me (Ayy)
Not to sell work (Mama)
Seventeen five, same color T-shirt (White)
Mama told me (Ayy)
Not to sell work (Mama)
Seventeen five, same color T-shirt (Yeah)

Young nigga poppin' with a pocket full of cottage (Ayy)
Woah, kemosabe, chopper aimin' at your noggin (Ayy)
Had to cop the Audi, then the top, I had to chop it (Skrrt, skrrt)
Niggas pocket watchin', so I gotta keep the rocket (Grrah)

Neck water faucet (Water)
Mockingbirds mocking (Woo)
Act' pint stocking (Act')
Nats keep thottin' (Nat)
Wrist on hockey (Hockey)
Wrist on rocky (Rocky)
Lot of niggas copy, huh
Name someone can stop me (No one)
Bitches call me Papi (Bitch)
'Sace, that's my hobby ('Sace)
Scotty on the molly, pocket rocket from O'Reilly (Grrah)
One off in the chamber, ain't no need for me to cock it (Uh-uh)
Niggas get to droppin' when that Draco get to poppin' (Frr)
All I want is cottage, roll a cigar full of broccoli (Cookie)
No check, want all cash, nigga, I don't do deposits (Uh-uh)
Bitches cross the border, nigga, bitches from the tropics (Whew)
I'ma get that bag, nigga, ain't no doubt about it (Yup)
I'ma feed my family, nigga, ain't no way around it (Family)
Ain't gon' never let up, nigga, God said show my talent (Show it)
Young nigga with the Anna, walkin' with the hammer (Grrah)
Talkin' country grammar, nigga, straight out Nawf Atlanta (Nawfside)

Young nigga poppin' with a pocket full of cottage (Ayy)
Woah, kemosabe, chopper aimin' at your noggin (Ayy)
Had to cop the Audi, then the top, I had to chop it (Skrrt, skrrt)
Niggas pocket watchin', so I gotta keep the rocket (Ayy)

(Ayy)
Mama told me (Ayy)
Not to sell work (Mama)
Seventeen five, same color T-shirt (White)
Mama told me (Ayy)
Not to sell work (Mama)
Seventeen five, same color T-shirt (Yeah)

Mama told you
Mama told me (Mama)
Not to sell work
Mama told you (Uh)
Seventeen five, same color T-shirt (White)

1995 (90s)
2005 (2000s)
Seen it with my eyes (Seen it)
Dope still alive (Dope)
Real mob ties (Mob)
Real frog eyes (Frog)
Real whole pies (Woah)
All-time high (High)
Do it for the culture (Culture)
They gon' bite like vultures (Vultures)
Way back when I was trappin' out Toyotas (Woo, skrrt, skrrt)
I'ma hit the gas (Gas)
12 can't pull me over (12)
Space coupe, Quavo Yoda, pourin' drank in sodas

I get high on my own, sir
Heard you gon' clone, sir
Stop all that flexin', young nigga don't wanna go there
Never been a gopher but I always been a soldier (No)
Young niggas in the cut, posted like a vulture (Woo, bah)
Divin' off the stage in the crowd, it's a moshpit (Dive)
Yeah, shawty bad, but she broke and she don't own shit
Mama asked me, ""Son, when the trappin' gon' quit?"" (Mama, Mama)
I been ridin' 'round through the city in my new bitch (Woo, skrrt)

Young nigga poppin' with a pocket full of cottage (Ayy)
Woah, kemosabe, chopper aimin' at your noggin (Ayy)
Had to cop the Audi, then the top, I had to chop it (Skrrt, skrrt)
Niggas pocket watchin', so I gotta keep the rocket (Ayy)

(Ayy)
Mama told me (Ayy)
Not to sell work (Mama)
Seventeen five, same color T-shirt (White)
Mama told me (Ayy)
Not to sell work (Mama)
Seventeen five, same color T-shirt (Yeah)

Mama told you
Mama told you",
Never Be Like You,Flume,23720,"What I would do to take away
This fear of being loved, allegiance to the pain
Now I'm fucked up and I'm missing you
He'll never be like you
I would give anything to change
This fickle-minded heart that loves fake shiny things
Now I'm fucked up and I'm missing you
He'll never be like you

I'm only human, can't you see? I made, I made a mistake
Please just look me in my face, tell me everything's okay
'Cause I got it, ooh, he'll never be like you
I'm only human, can't you see? I made, I made a mistake
Please just look me in my face, tell me everything's okay
'Cause I got it, ooh, he'll never be like you

How do I make you wanna stay?
Hate sleeping on my own, missing the way you taste
Now I'm fucked up and I'm missing you
He'll never be like you
Stop looking at me with those eyes
Like I could disappear and you wouldn't care why
Now I'm fucked up and I'm missing you
He'll never be like you

I'm only human, can't you see? I made, I made a mistake
Please just look me in my face, tell me everything's okay
'Cause I got it, ooh, he'll never be like you
I'm only human, can't you see? I made, I made a mistake
Please just look me in my face, tell me everything's okay
'Cause I got it, ooh, he'll never be like you

I'm falling on my knees, forgive me, I'm a fucking fool
I'm begging, darling, please, absolve me of my sins, won't you?
I'm falling on my knees, forgive me, I'm a fucking fool
I'm begging, darling, please, absolve me of my sins, won't you?

I'm only human, can't you see? I made, I made a mistake
Please just look me in my face, tell me everything's okay
'Cause I got it, ooh, he'll never be like you
I'm only human, can't you see? I made, I made a mistake
Please just look me in my face, tell me everything's okay
'Cause I got it, ooh, he'll never be like you

Baby, baby, please believe me
C'mon, take it easy
Please don't ever leave me, ooh
He'll never be like you",
Antidote,Travis Scott,23646,"Don't you open up that window
Don't you let out that antidote (Yeah)
Poppin' pills is all we know (Ooh)
In the hills is all we know (Hollywood)
Don't go through the front door (Through the back)
It's lowkey at the night show (Ooh)
So, don't you open up that window (Ooh)
Don't you let out that antidote, yeah

Party on a Sunday (That was fun)
Do it all again on Monday (One more time)
Spent a check on a weekend (Oh my God)
I might do it all again (That's boss shit)
I just hit a three peat (Ooh)
Fucked three hoes I met this week (Robert Horry)
I don't do no old hoes (Oh, no, no)
My nigga, that's a no-no (Straight up)
She just want the coco (Cocaína)
I just want dinero (Paper hunt, wait)
Who that at the front door? (Who that is?)
If it's the feds, oh, no, no, no (Don't let 'em in, shh)

Don't you open up that window (Yeah, yeah, yeah, yeah)
Don't you let out that antidote (Yeah, yeah, yeah, ooh, yeah)
Poppin' pills is all we know (Yeah)
In the hills is all we know (Hollywood)
Don't go through the front door (In the back)
It's lowkey at the night show (Ooh)

Yeah, ooh, ooh, at the night show (Ooh-ooh-ooh, ah)
At the night show (Higher)
At the night show (Ooh-ooh-ooh, ah)
Ooh, at the night show (Get lit, my nigga)
Ooh, at the night show (Yeah)
Anything can happen at the night show (Ooh-ooh-ooh, ah)
Everything can happen at the night show
Ooh, at the night show
Anything can happen at the night show
Ooh, at the night show
Ooh, your bitch not at home, she at the night show
Ooh (Straight up), fuckin' right, ho
Ooh, had to catch a flight for the night show
Ooh (Let's go), let's get piped though
Bottles got us right though, we ain't sippin' light, no (Rrr, La Flame)
I ain't got no type though
Only got one night though
We can do it twice though (Rrr, it's lit)

At the night show, ooh
At the night show (Ooh, ooh)
At the night show
Ooh, at the night show
Yeah, at the night show
Everything can happen at the night show
Ooh, at the night show
Anything can happen at the night show, ooh

Stackin' up day to day, young nigga
You know you gotta go get it, go get it, my nigga
They hatin', they stankin', they waitin'
Don't be mistaken, we dyin', they stayin'
Lord, I'm on fire, they think that I'm Satan
Callin' me crazy on different occasions
Kickin' the cameraman off of my stages
'Cause I don't like how he snappin' my angles
I'm overboard and I'm over-impatient
Over my niggas and these kids my ages
Dealin' with Mo' shit that's more complicated
Like these two bitches that might be related
H-Town, you got one, and you Bun B like a number-one
It's late night, got a late show
If you wanna roll, I got a place where, ah

Poppin' pills is all we know (Ooh)
In the hills is all we know (Hollywood)
Don't go through the front door (Through the back)
It's lowkey at the night show (Ooh)
So don't you open up that window (Ooh)
(Don't you let out that antidote)",
Tunnel Vision,Kodak Black,23633,"Glee
Southside
Ayy, lil' Metro on that beat

Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions""
Right now I gotta keep a tunnel vision
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions""
Right now I gotta keep a tunnel vision
They sendin' all my homies on a mission
And I ain't tryna miss out on these millions

I jumped up out the Wraith, Kodak bought a Wraith
I get any girl I want, any girl I want
She want me to save the day, but I ain't got a cape
She wanna see me every day, she wanna be my bae
That money make me cum, it make me fornicate, uh
I'm the shit, I need some toilet paper
Follow my player rules, then we gon' be okay
On the real, I need a bih who gon' cooperate

Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions""
Right now I gotta keep a tunnel vision
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions""
Right now I gotta keep a tunnel vision
They sendin' all my homies on a mission
And I ain't tryna miss out on these millions

I told you niggas I'm gon' be that fuckin' nigga
Everything be good 'til you doin' better than 'em
They wanna see a nigga shot or see me in the system
All you niggas out here poison like snake venom
Codeine in my liver, rockin' Balenciaga denim
I'm booted even when I'm sober, I don't need a jigga
They sendin' all my niggas on a fuckin' journey
I told that baby to come over 'cause I'm fuckin' horny
My mama told me, ""Kill these niggas, son, keep it goin'""
I'm thug to the bone, but I'm still her baby boy
Lil' Kodak, boy, they hate to see you in a foreign
They miss when you was in that 'Yota kickin' doors

Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions""
Right now I gotta keep a tunnel vision
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
Lil' Kodak, they don't like to see you winnin'
They wanna see you in the penitentiary
I need me a lil' baby who gon' listen
Girl, I don't wanna be the one you iggin'
My mama told me, ""Boy, make good decisions""
Right now I gotta keep a tunnel vision
They sendin' all my homies on a mission
And I ain't tryna miss out on these millions",
V. 3005,Childish Gambino,23512,"No matter what you say or what you do
When I'm alone, I'd rather be with you
And fuck these other niggas, I'll be
Right by your side
'Til 3005, hol' up

Okay
Hold up, wait a minute (Minute)
All good just a week ago
Crew at my house
And we party every weekend, so
On the radio
That's my favorite song
Make me bounce around like I don't know
Like I won't be here long
Now, the thrill is gone
Got no patience, 'cause I'm not a doctor (No)
Girl, why is you lyin'? (What?)
Girl, why you Mufasa?
Yeah, mi casa su casa
Gotta strip it like Gaza
Got so high off volcanoes
Now the flow is so lava
Yeah, we spit that saliva
IPhone got message from Viber
Either the head is so hydra
Or we let bygones be bygones
""My God, you pay for your friends?"" (What?)
I'll take that as a compliment
Got a house full of homies
Why I feel so the opposite?
Incompetent ain't the half of it
Saturdays, we're Young Lavish's
Saddest shit, is I'm bad as it
Beans they took from the cabinet
(Woah) Sorry (Sorry)
I'm just scared of the future
'Til 3005
I got your back, we can do this, hol' up

No matter what you say or what you do
When I'm alone, I'd rather be with you
Fuck these other niggas, I'll be
Right by your side
'Til 3005, hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
Hol' up
No matter what you say or what you do
When I'm alone, I'd rather be with you
Fuck these other niggas, I'll be
Right by your side
'Til 3005, hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up)

I used to care what people thought
But now I care more
Man, nobody out here's
Got it figured out, so therefore
I've lost all hope of a
Happy ending, depending
On whether or not it's worth it
So insecure, no one's perfect
We spend it with no shame
We blow that like Coltrane
We in here like Rogaine
Or leave it like Cobain
And when I'm long gone
Whole crew sing a swan song
'Cause we all just ticking time bombs
Got a Lambo like LeBron's mom
And no matter where all of my friends go (Yeah)
Emily, Fam, and Lorenzo (Yeah)
All of them people my kinfolk
At least I think so
Can't tell
'Cause when them checks clear, they're not here
'Cause they don't care
(They don't care) It's kinda sad
But I'm laughing, whatever happens
Assassins are stabbed in the back
Of my cabin, labrador yappin'
I'm glad that it happened, I mean it
Between us, I think there's something special
(I think there's something special) And if I lose my mental
Just hold my hand
Even if you don't understand, hol' up

No matter what you say or what you do
(No, no)
When I'm alone, I'd rather be with you
(You and me)
Fuck these other niggas, I'll be
Right by your side (No-no-no-no, no-no-no)
'Til 3005, hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up)
No, hol' up
No matter what you say or what you do
When I'm alone, I'd rather be with you
Fuck these other niggas, I'll be
Right by your side
'Til 3005, hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up) Hol' up
(Hol' up)

Hol' up
Hol' up
Hol' up
Hol' up
Hol' up
Hol' up
Hol' up
Hol' up

Na—na—na
Na—na—na—na—na
We did it! Yay!
Nigga, you so thirsty",
"Me, Myself & I",G-Eazy,23503,"[Chorus: Bebe Rexha & 
G-Eazy
]
Ooh, it's just me, myself and I
Solo ride until I die
'Cause I got me for life (
Yeah
)
Ooh, I don't need a hand to hold
Even when the night is cold
I got that fire in my soul (
Ah
)

And as far as I can see, I just need privacy
Plus a whole lot of tree, fuck all this modesty
I just need space to do me, give the world what they're tryna see
A Stella Maxwell right beside of me
A Ferrari, I'm buyin' three
A closet of Saint Laurent, get what I want when I want
'Cause this hunger is drivin' me, yeah
I just need to be alone, I just need to be at home
Understand what I'm speakin' on, if time is money I need a loan
But regardless I'll always keep keepin' on
Fuck fake friends, we don't take L's, we just make M's
While y'all follow, we just make trends
I'm right back to work when that break ends, yeah
[Chorus: Bebe Rexha & 
G-Eazy
]
Ooh, it's just me, myself and I
Solo ride until I die
'Cause I got me for life (
Got me for life, yeah
)
Ooh, I don't need a hand to hold
Even when the night is cold
I got that fire in my soul
[Post-Chorus: Bebe Rexha & 
G-Eazy
]
I don't need anything (
Yeah
) to get me through the night
Except the beat that's in my heart
Yeah, it's keepin' me alive (
Keeps me alive
)
I don't need anything to make me satisfied (
You know
)
'Cause the music does me good
And it gets me every time (Yeah)

And I don't like talkin' to strangers
So get the fuck off me, I'm anxious
I'm tryna be cool, but I may just go apeshit
Say ""Fuck y'all!"" to all of y'all faces
It changes though, now that I'm famous
Everyone knows how this lifestyle is dangerous
But I love it, the rush is amazin'
Celebrate nightly and everyone rages
I found how to cope with my angers
I'm swimmin' in money
Swimmin' in liquor, my liver is muddy
But it's all good, I'm still sippin' this bubbly
This shit is lovely
This shit ain't random, I didn't get lucky
Made it right here 'cause I'm sick with it, cuddy
They all take the money for granted
But don't wanna work for it — tell me now, isn't it funny? (Nah)
[Chorus: Bebe Rexha & 
G-Eazy
]
Ooh, it's just me, myself and I
Solo ride until I die
'Cause I got me for life (
Got me for life, yeah
)
Ooh, I don't need a hand to hold
Even when the night is cold
I got that fire in my soul
[Post-Chorus: Bebe Rexha & 
G-Eazy
]
I don't need anything (
Yeah
) to get me through the night
Except the beat that's in my heart
Yeah, it's keepin' me alive (
Keeps me alive
)
I don't need anything to make me satisfied (
You know
)
'Cause the music does me good
And it gets me every time
[Bridge: Bebe Rexha & 
G-Eazy
]
Like, ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba (
Yeah
)
Ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba
Ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba
'Cause the music does me good
And it gets me every time

Yeah, lonely nights I laid awake
Pray to Lord my soul to take
My heart's become too cold to break
Know I'm great, but I'm broke as hell
Havin' dreams that I'm foldin' cake
All my life I've been told to wait
But I'ma get it now, yeah, it's no debate
Yeah
[Chorus: Bebe Rexha & 
G-Eazy
]
Ooh, it's just me, myself and I
Solo ride until I die
'Cause I got me for life (
Got me for life, yeah
)
Ooh, I don't need a hand to hold
Even when the night is cold
I got that fire in my soul
[Post-Chorus: Bebe Rexha & 
G-Eazy
]
I don't need anything (
Yeah
) to get me through the night
Except the beat that's in my heart
And it's keepin' me alive (
Keeps me alive
)
I don't need anything to make me satisfied (
You know
)
'Cause the music does me good
And it gets me every time

Like, ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba
Ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba
Ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba
'Cause the music does me good
And it gets me every time",
